"URL","Source file","Page type","Parent hub","Primary keyword hypothesis","Secondary keyword hypotheses","Search intent","Funnel stage","Conversion role","Geographic intent","Product intent","Condition intent","Seller type","HTML title","Meta description","H1","H2","H3","Visible word count","Main-content word count","Answer-first block","Pricing-factor section","Process section","Ownership/account-lock policy","CTA count","LINE CTA","Phone CTA","FAQ count","Contextual internal links in","Contextual internal links out","Related component links","Article-to-service link","Image count","Unique image count","Shared image count","Image disclosure status","Content similarity group","Intent-match score","Content-quality score","AEO readiness","GEO readiness","Manual-review reason","Recommended action"
"/บทความ/กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่","src/content/articles/กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่.md","Article","/บทความ","กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่","Informational; Article; กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่ | WINNER IT","กล่อง สายชาร์จ หูฟัง และอุปกรณ์แถมมีผลต่อราคามือสองอย่างไร ข้อมูลที่ควรแจ้งเมื่อส่งประเมิน","กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่","อุปกรณ์ที่มักมีผลต่อราคา | อุปกรณ์ที่ผลน้อยกว่า | ทำไมอุปกรณ์ครบถึงมีผล | ไม่มีกล่องขายได้ไหม | วิธีแจ้งอุปกรณ์แถมเมื่อส่งประเมิน | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","iPhone / iPad | โน๊ตบุ๊ค | กล้อง | เครื่องเกม | เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง | วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว | เตรียมโน๊ตบุ๊คก่อนขายอย่างไร","514","336","no","yes","yes","no","9","5","4","0","5","1","6","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/บทความ/ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร","src/content/articles/ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร.md","Article","/บทความ","ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร","Informational; Article; ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร | WINNER IT","คู่มือเตรียมรายการคอมพิวเตอร์หลายเครื่องก่อนขาย ครอบคลุมการจัดทำรายการ ลบข้อมูล เอกสารบริษัท และการประเมินยกล็อต","ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร","เมื่อไหร่ควรขายแบบยกล็อต | รูปแบบรายการที่แนะนำ | ข้อมูลที่ควรมีในแต่ละรายการ | ขั้นตอนเตรียมแต่ละเครื่อง | กรณีของบริษัท | วิธีส่งข้อมูลประเมิน | การนัดรับหรือจัดส่งยกล็อต | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","วิธีลบข้อมูลก่อนขายคอมพิวเตอร์ | ขายอุปกรณ์ไอทีของบริษัทต้องเตรียมเอกสารอะไร | วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว","507","356","no","yes","yes","no","9","5","4","0","6","3","6","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/บทความ/ขายอุปกรณ์ไอทีของบริษัทต้องเตรียมเอกสารอะไร","src/content/articles/ขายอุปกรณ์ไอทีของบริษัทต้องเตรียมเอกสารอะไร.md","Article","/บทความ","ขายอุปกรณ์ไอทีของบริษัทต้องเตรียมเอกสารอะไร","Informational; Article; ขายอุปกรณ์ไอทีของบริษัทต้องเตรียมเอกสารอะไร","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","ขายอุปกรณ์ไอทีของบริษัทต้องเตรียมเอกสารอะไร | WINNER IT","เอกสารที่ต้องเตรียมเมื่อขายอุปกรณ์ไอทีของบริษัท ครอบคลุมหนังสืออนุมัติ การลบข้อมูล และขั้นตอนประเมินยกล็อต","ขายอุปกรณ์ไอทีของบริษัทต้องเตรียมเอกสารอะไร","เอกสารหลักที่ควรมี | เอกสารที่อาจต้องใช้เพิ่ม | ขั้นตอนแนะนำสำหรับบริษัท | บริการที่เกี่ยวข้อง | ข้อควรระวัง | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","1. หนังสืออนุมัติจำหน่าย | 2. รายการสินค้า (Asset List) | 3. หลักฐานการลบข้อมูล | ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร | วิธีลบข้อมูลก่อนขายคอมพิวเตอร์ | SSD และข้อมูลส่วนตัวควรจัดการอย่างไรก่อนขาย","484","328","no","no","yes","no","9","5","4","0","4","4","6","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/บทความ/ข้อควรรู้ก่อนขายกล้องและเลนส์มือสอง","src/content/articles/ข้อควรรู้ก่อนขายกล้องและเลนส์มือสอง.md","Article","/บทความ","ข้อควรรู้ก่อนขายกล้องและเลนส์มือสอง","Informational; Article; ข้อควรรู้ก่อนขายกล้องและเลนส์มือสอง","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","ข้อควรรู้ก่อนขายกล้องและเลนส์มือสอง | WINNER IT","ข้อควรรู้ก่อนขายกล้องและเลนส์มือสอง ครอบคลุมการเช็กสภาพ จำนวนชัตเตอร์ ลบข้อมูล และวิธีส่งประเมิน","ข้อควรรู้ก่อนขายกล้องและเลนส์มือสอง","ข้อมูลที่ควรเตรียม — กล้อง | ข้อมูลที่ควรเตรียม — เลนส์ | ลบข้อมูลก่อนขาย | อุปกรณ์แถม | ถ่ายรูปก่อนส่งประเมิน | การส่งกล้องและเลนส์ | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","จำนวนชัตเตอร์ (Shutter Count) | สภาพตัวกล้อง | การทำงาน | สภาพแก้ว | สภาพตัวเลนส์ | วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว | กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่ | ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย","474","316","no","yes","yes","no","9","5","4","0","4","4","6","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/บทความ/ปัจจัยที่ทำให้ราคาการ์ดจอมือสองแตกต่างกัน","src/content/articles/ปัจจัยที่ทำให้ราคาการ์ดจอมือสองแตกต่างกัน.md","Article","/บทความ","ปัจจัยที่ทำให้ราคาการ์ดจอมือสองแตกต่างกัน","Informational; Article; ปัจจัยที่ทำให้ราคาการ์ดจอมือสองแตกต่างกัน","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","ปัจจัยที่ทำให้ราคาการ์ดจอมือสองแตกต่างกัน | WINNER IT","ปัจจัยที่มีผลต่อราคาการ์ดจอมือสอง ครอบคลุมรุ่น สภาพ การใช้งาน майнинг กล่อง และวิธีส่งประเมิน","ปัจจัยที่ทำให้ราคาการ์ดจอมือสองแตกต่างกัน","ปัจจัยหลัก | ข้อมูลที่ควรส่งประเมิน | ข้อควรระวัง | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","1. รุ่นและชิป | 2. สภาพตัวการ์ด | 3. ประวัติการใช้งาน | 4. อุปกรณ์แถม | 5. ตลาดและอุปสงค์ | เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง | วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว | กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่","437","265","no","yes","yes","no","9","5","4","0","2","2","6","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/บทความ/วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว","src/content/articles/วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว.md","Article","/บทความ","วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว","Informational; Article; วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว | WINNER IT","เทคนิคถ่ายรูปสินค้าไอทีก่อนส่งประเมิน ครอบคลุมมุมที่ต้องถ่าย แสง ความชัด และข้อผิดพลาดที่ควรหลีกเลี่ยง","วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว","มุมที่ต้องถ่าย (ขั้นต่ำ) | เทคนิคแสงและความชัด | ข้อผิดพลาดที่ควรหลีกเลี่ยง | ข้อมูลที่ควรส่งพร้อมรูป | ส่งรูปผ่าน LINE @buyhub | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","โน๊ตบุ๊ค / คอมพิวเตอร์ | มือถือ / แท็บเล็ต | กล้อง / เครื่องเกม | เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง | เตรียมโน๊ตบุ๊คก่อนขายอย่างไร | กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่","537","376","no","yes","yes","no","9","5","4","0","5","3","5","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/บทความ/วิธีลบข้อมูลก่อนขายคอมพิวเตอร์","src/content/articles/วิธีลบข้อมูลก่อนขายคอมพิวเตอร์.md","Article","/บทความ","วิธีลบข้อมูลก่อนขายคอมพิวเตอร์","Informational; Article; วิธีลบข้อมูลก่อนขายคอมพิวเตอร์","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","วิธีลบข้อมูลก่อนขายคอมพิวเตอร์ | WINNER IT","คู่มือลบข้อมูลส่วนตัวก่อนขายคอมพิวเตอร์ Windows และ Mac ครอบคลุมการสำรองข้อมูล รีเซ็ตเครื่อง และจัดการ SSD","วิธีลบข้อมูลก่อนขายคอมพิวเตอร์","ทำไมต้องลบข้อมูลก่อนขาย | ขั้นตอนก่อนลบข้อมูล | วิธีลบข้อมูล Windows | วิธีลบข้อมูล macOS | การจัดการ SSD และ HDD | กรณีขายคอมหลายเครื่อง | หลังลบข้อมูลแล้ว | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","1. สำรองข้อมูล | 2. ออกจากบัญชี | 3. ถอดอุปกรณ์เสริมส่วนตัว | Windows 10/11 — Reset this PC | ทางเลือก: ใช้ Diskpart (ขั้นสูง) | SSD และข้อมูลส่วนตัวควรจัดการอย่างไรก่อนขาย | เตรียมโน๊ตบุ๊คก่อนขายอย่างไร | ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร","577","414","no","no","yes","yes","9","5","4","0","28","4","6","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/บทความ/วิธีออกจาก-icloud-ก่อนขาย-iphone-หรือ-ipad","src/content/articles/วิธีออกจาก-icloud-ก่อนขาย-iphone-หรือ-ipad.md","Article","/บทความ","วิธีออกจาก iCloud ก่อนขาย iPhone หรือ iPad","Informational; Article; วิธีออกจาก-icloud-ก่อนขาย-iphone-หรือ-ipad","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","วิธีออกจาก iCloud ก่อนขาย iPhone หรือ iPad | WINNER IT","คู่มือออกจาก iCloud และปิด Find My ก่อนขาย iPhone หรือ iPad ขั้นตอนครบถ้วนเพื่อความปลอดภัยและขายได้ราบรื่น","วิธีออกจาก iCloud ก่อนขาย iPhone หรือ iPad","ทำไมต้องออกจาก iCloud | ขั้นตอนก่อนออกจาก iCloud | วิธีออกจาก iCloud บน iPhone/iPad | ตรวจสอบว่าออกจาก iCloud แล้ว | หลังออกจาก iCloud แล้ว | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","1. สำรองข้อมูล | 2. ถอดซิมการ์ด | 3. ออกจากแอปสำคัญ | วิธีที่ 1: จากเครื่อง (แนะนำ) | วิธีที่ 2: ลบข้อมูลทั้งหมด (Erase All Content) | วิธีที่ 3: จาก icloud.com (กรณีเครื่องเสีย) | วิธีออกจากบัญชี Google ก่อนขายโทรศัพท์ Android | ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย | เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง","570","406","no","no","yes","yes","9","5","4","0","5","3","6","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/บทความ/วิธีออกจากบัญชี-google-ก่อนขายโทรศัพท์-android","src/content/articles/วิธีออกจากบัญชี-google-ก่อนขายโทรศัพท์-android.md","Article","/บทความ","วิธีออกจากบัญชี Google ก่อนขายโทรศัพท์ Android","Informational; Article; วิธีออกจากบัญชี-google-ก่อนขายโทรศัพท์-android","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","วิธีออกจากบัญชี Google ก่อนขายโทรศัพท์ Android | WINNER IT","คู่มือออกจากบัญชี Google และรีเซ็ตโทรศัพท์ Android ก่อนขาย ครอบคลุม Samsung OPPO vivo และแบรนด์อื่น","วิธีออกจากบัญชี Google ก่อนขายโทรศัพท์ Android","ทำไมต้องออกจาก Google | ขั้นตอนก่อนออกจาก Google | วิธีออกจากบัญชี Google (ทั่วไป) | วิธีรีเซ็ตเครื่อง | กรณีเครื่อง Samsung | กรณีเครื่องเสีย เปิดไม่ได้ | หลังรีเซ็ตแล้ว | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","1. สำรองข้อมูล | 2. ถอดซิมและ SD Card | 3. ออกจากแอปอื่น | วิธีออกจาก iCloud ก่อนขาย iPhone หรือ iPad | ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย | เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง","492","326","no","no","yes","yes","9","5","4","0","3","1","6","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/บทความ/วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน","src/content/articles/วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน.md","Article","/บทความ","วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน","Informational; Article; วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน | WINNER IT","วิธีเช็กสเปกโน๊ตบุ๊ค Windows และ Mac ก่อนส่งประเมินราคา ครอบคลุม CPU RAM SSD การ์ดจอ และข้อมูลที่ควรแจ้งร้านรับซื้อ","วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน","สเปกที่ควรแจ้งเมื่อส่งประเมิน | วิธีเช็กสเปก Windows | วิธีเช็กสเปก Mac | สติกเกอร์ใต้เครื่อง | การ์ดจอแยก vs ออนบอร์ด | SSD vs HDD | หลังเช็กสเปกแล้ว | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","วิธีที่ 1: Settings | วิธีที่ 2: System Information | วิธีที่ 3: Task Manager | วิธีที่ 4: dxdiag | เตรียมโน๊ตบุ๊คก่อนขายอย่างไร | วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว | เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง","564","403","no","yes","yes","no","9","5","4","0","3","4","5","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/บทความ/สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร","src/content/articles/สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร.md","Article","/บทความ","สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร","Informational; Article; สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร | WINNER IT","วิธีประเมินราคาสินค้าไอทีที่เปิดไม่ติด ครอบคลุมข้อมูลที่ต้องแจ้ง รูปที่ต้องถ่าย และข้อจำกัดราคาเบื้องต้น","สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร","เครื่องประเภทไหนประเมินได้ | ข้อมูลที่ต้องแจ้ง | ทำไมราคาอาจต่ำกว่าเครื่องปกติ | ข้อมูลส่วนตัวในเครื่องเสีย | วิธีส่งประเมิน | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","1. อาการที่ชัดเจน | 2. รุ่นและสเปก | 3. ประวัติ | 4. รูปภาพ | เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง | วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว | SSD และข้อมูลส่วนตัวควรจัดการอย่างไรก่อนขาย","489","316","no","yes","yes","no","9","5","4","0","3","3","6","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
"/บทความ/ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย","src/content/articles/ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย.md","Article","/บทความ","ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย","Informational; Article; ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย","Informational","Awareness/consideration","Assisted conversion/trust","Implicit site-wide Korat","none","none","Individual or business","ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย | WINNER IT","คู่มือแพ็กและส่งโน๊ตบุ๊ค โทรศัพท์ ให้ปลอดภัย ครอบคลุมการแพ็กกล่อง กันกระแทก ประกัน และขั้นตอนส่งประเมิน","ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย","ก่อนส่ง: เตรียมเครื่อง | วิธีแพ็กโน๊ตบุ๊ค | วิธีแพ็กโทรศัพท์ | การเลือกขนส่ง | ขั้นตอนการส่งประเมิน | ข้อผิดพลาดที่ควรหลีกเลี่ยง | สรุป | หน้าที่เกี่ยวข้อง | อ่านต่อ","เตรียมโน๊ตบุ๊คก่อนขายอย่างไร | วิธีออกจาก iCloud ก่อนขาย iPhone หรือ iPad | วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว","516","345","no","no","yes","yes","9","5","4","0","6","2","6","yes","0","0","0","not required","Article:/บทความ","4","5","Missing","Strong","ไม่พบคำตอบต้นหน้าที่ชัดเจน","Keep as is"
